word,part_of_speech,speaking,writing,pronunciation,pronunciation_us,pronunciation_uk
shrug,v,,W3,ʃrʌɡ,,
shut,v,S1,W2,ʃʌt,,
sick,adj,S1,W3,sɪk,,
side,n,S1,W1,saɪd,,
sight,n,S2,W2,saɪt,,
sign,n,S3,W2,saɪn,,
sign,v,S2,W2,saɪn,,
signal,n,S2,W2,,ˈsɪɡnəl,ˈsɪɡn(ə)l
signature,n,S3,,,ˈsɪɡnətʃər,ˈsɪɡnətʃə
significance,n,,W2,,sɪɡˈnɪfɪkəns,sɪɡˈnɪfɪk(ə)ns
significant,adj,S2,W1,,sɪɡˈnɪfɪkənt,sɪɡˈnɪfɪk(ə)nt
significantly,adv,S3,W2,,sɪɡˈnɪfɪkəntlɪ,sɪɡˈnɪfɪk(ə)ntlɪ
silence,n,,W2,ˈsaɪləns,,
silent,adj,,W3,ˈsaɪlənt,,
silly,adj,S2,,ˈsɪlɪ,,
silver,n,S3,,,ˈsɪlvər,ˈsɪlvə
similar,adj,S1,W1,,ˈsɪmələr,ˈsɪmɪlə
similarly,adv,,W3,,ˈsɪmələrlɪ,ˈsɪmələlɪ
simple,adj,S1,W1,,ˈsɪmpl,ˈsɪmp(ə)l
simply,adv,S1,W1,ˈsɪmplɪ,,
sin,n,S2,,sɪn,,
since,adv/conj/prep,S1,W1,sɪns,,
sing,v,S1,W2,sɪŋ,,
singer,n,S3,,,ˈsɪŋər,ˈsɪŋə
single,adj,S1,W1,,ˈsɪŋɡl,ˈsɪŋɡ(ə)l
sink,n,S3,,sɪŋk,,
sink,v,,W3,sɪŋk,,
sir,n,S1,W3,,sɜːr,sɜː
sister,n,S1,W1,,ˈsɪstər,ˈsɪstə
sit,v,S1,W1,sɪt,,
site,n,S1,W2,saɪt,,
situation,n,S1,W1,,ˌsɪtʃʊˈeɪʃn,sɪtjʊˈeɪʃ(ə)n
size,n,S1,W1,saɪz,,
skill,n,S2,W1,skɪl,,
skin,n,S2,W2,skɪn,,
skirt,n,S3,,,skɜːrt,skɜːt
sky,n,S2,W2,skaɪ,,
sleep,v,S1,W2,sliːp,,
sleep,n,S2,W3,sliːp,,
slice,n,S3,,slaɪs,,
slide,v,S3,W3,slaɪd,,
slide,n,S3,,slaɪd,,
slight,adj,S2,W3,slaɪt,,
slightly,adv,S1,W2,ˈslaɪtlɪ,,
slim,adj,S3,,slɪm,,
slip,v,S3,W2,slɪp,,
slip,n,S3,,slɪp,,
slope,n,,W3,sləʊp,,
slow,adj,S2,W2,sləʊ,,
slow,v,S3,W2,sləʊ,,
slowly,adv,S3,W2,ˈsləʊlɪ,,
small,adj,S1,W1,smɔːl,,
smart,adj,S2,W2,,smɑːrt,smɑːt
smell,n,S2,W3,smel,,
smell,v,S2,W3,smel,,
smile,n,S2,W2,smaɪl,,
smile,v,S3,W1,smaɪl,,
smoke,n,S3,W3,sməʊk,,
smoke,v,S2,W2,sməʊk,,
smoking,n,S2,,ˈsməʊkɪŋ,,
smooth,adj,,W3,smuːð,,
snap,v,,W3,snæp,,
snow,n,S2,W3,snəʊ,,
so,adv,S1,W1,səʊ,,
so,conj,S1,W3,səʊ,,
soap,n,S3,,səʊp,,
so-called,adj,,W3,,səʊ ˈkɔːld,ˌsəʊˈkɔːld
social,adj,S1,W1,,ˈsəʊʃl,ˈsəʊʃ(ə)l
society,n,S1,W1,,səˈsaɪətɪ,səˈsaɪɪtɪ
sock,n,S3,,,sɑːk,ˈsɒk
soft,adj,S2,W2,,sɔːft,sɒft
software,n,S3,W2,,ˈsɔːftwer,ˈsɒf(t)weə
soil,n,,W2,sɔɪl,,
soldier,n,S3,W2,,ˈsəʊldʒər,ˈsəʊldʒə
sole,adj,,W3,səʊl,,
solicitor,n,S3,W2,,səˈlɪsɪtər,səˈlɪsɪtə
solid,adj,S3,W3,,ˈsɑːlɪd,ˈsɒlɪd
solution,n,S2,W1,,səˈluːʃn,səˈluːʃ(ə)n
solve,v,S2,W3,,sɑːlv,sɒlv
some,determiner,S1,W1,sʌm (strong)/səm (weak),,
some,pron,S1,W1,sʌm (strong)/səm (weak),,
some,adv,S1,W1,sʌm (strong)/səm (weak),,
somebody,pron,S1,W3,ˈsʌmbədɪ,,
somehow,adv,S2,W2,ˈsʌmhaʊ,,
someone,pron,S1,W1,ˈsʌmwʌn,,
something,pron,S1,W1,ˈsʌmθɪŋ,,
sometimes,adv,S1,W1,ˈsʌmtaɪmz,,
somewhat,adv,S3,W2,,ˈsʌmwʌt,ˈsʌmwɒt
somewhere,adv,S1,W2,,ˈsʌmwer,ˈsʌmweə
son,n,S1,W1,sʌn,,
song,n,S1,W2,,sɔːŋ,sɒŋ
soon,adv,S1,W1,suːn,,
sore,adj,S3,,,sɔːr,sɔː
sorry,adj,S1,W2,,ˈsɑːrɪ,ˈsɒrɪ
sort,n,S1,W1,,sɔːrt,sɔːt
sort,v,S1,W3,,sɔːrt,sɔːt
soul,n,S3,W3,səʊl,,
sound,n,S1,W1,saʊnd,,
sound,v,S1,W2,saʊnd,,
sound,adj,,W3,saʊnd,,
soup,n,S3,,suːp,,
source,n,S2,W1,,sɔːrs,sɔːs
south,n,S1,W2,saʊθ,,
southern,adj,S2,W2,,ˈsʌðərn,ˈsʌð(ə)n
space,n,S1,W1,speɪs,,
spare,adj,S2,,,sper,speə
spare,v,S3,,,sper,speə
speak,v,S1,W1,spiːk,,
speaker,n,S2,W2,,ˈspiːkər,ˈspiːkə
special,adj,S1,W1,,ˈspeʃl,ˈspeʃ(ə)l
specialist,n,S3,W3,,ˈspeʃəlɪst,ˈspeʃ(ə)lɪst
species,n,,W2,ˈspiːʃiːz,,
specific,adj,S1,W1,spəˈsɪfɪk,,
specifically,adv,S2,W3,,spɪˈsɪfɪklɪ,spəˈsɪfɪkəlɪ
specify,v,,W3,ˈspesɪfaɪ,,
speech,n,S2,W2,spiːtʃ,,
speed,n,S2,W1,spiːd,,
spell,v,S2,,spel,,
spelling,n,S2,,ˈspelɪŋ,,
spend,v,S1,W1,spend,,
spill,v,S3,,spɪl,,
spin,v,S3,,spɪn,,
spirit,n,S2,W2,ˈspɪrɪt,,
spiritual,adj,,W3,ˈspɪrɪtʃʊəl,,
spite,n,,W3,spaɪt,,
split,v,S2,W3,splɪt,,
spoil,v,S3,,spɔɪl,,
spokesman,n,,W2,ˈspəʊksmən,,
spoon,n,S3,,spuːn,,
sport,n,S2,W2,,spɔːrt,spɔːt
spot,n,S2,W2,,spɑːt,spɒt
spot,v,S3,,,spɑːt,spɒt
spray,v,S3,,spreɪ,,
spread,v,S2,W2,spred,,
spring,n,S2,W2,,ˈsprɪŋ,sprɪŋ
squad,n,,W3,,skwɑːd,skwɒd
square,adj,S2,W3,,skwer,skweə
square,n,S2,W3,,skwer,skweə
squeeze,v,S3,,skwiːz,,
stable,adj,,W3,,ˈsteɪbl,ˈsteɪb(ə)l
staff,n,S2,W2,,stæf,stɑːf
stage,n,S1,W1,steɪdʒ,,
stair,n,S2,W3,,ster,steə
stake,n,,W3,steɪk,,
stall,n,S3,,stɔːl,,
stamp,v,S1,W1,stæmp,,
stamp,n,S2,,stæmp,,
stand,v,S1,W1,stænd,,
standard,adj,S2,W2,,ˈstændərd,ˈstændəd
standard,n,S2,W2,,ˈstændərd,ˈstændəd
star,n,S2,W2,,stɑːr,stɑː
stare,v,S3,W2,,ster,steə
start,v,S1,W1,,stɑːrt,stɑːt
start,n,S1,W2,,stɑːrt,stɑːt
starve,v,S3,,,stɑːrv,stɑːv
state,n,S1,W2,steɪt,,
state,v,S3,W2,steɪt,,
statement,n,S2,W1,,ˈsteɪtmənt,ˈsteɪtm(ə)nt
station,n,S1,W1,,ˈsteɪʃn,ˈsteɪʃ(ə)n
statistic,n,S2,W3,stəˈtɪstɪk,,
status,n,,W2,ˈsteɪtəs,,
stay,n,S3,,steɪ,,
stay,v,S1,W1,steɪ,,
steady,adj,,W3,ˈstedɪ,,
steak,n,S3,,steɪk,,
steal,v,S3,W3,stiːl,,
steam,n,,W3,stiːm,,
steel,n,S3,W3,stiːl,,
steep,adj,S3,,stiːp,,
step,n,S2,W1,step,,
step,v,S3,W3,step,,
stick,v,S1,W3,stɪk,,
stick,n,S3,,stɪk,,
stiff,adj,S3,,stɪf,,
still,adv,S1,W1,stɪl,,
still,adj,S3,,stɪl,,
stir,v,S3,W3,,stɜːr,stɜː
stock,n,S2,W2,,stɑːk,stɒk
stomach,n,S3,W3,ˈstʌmək,,
stone,n,S2,W1,stəʊn,,
stop,v,S1,W1,,stɑːp,stɒp
stop,n,S2,W3,,stɑːp,stɒp
storage,n,,W3,ˈstɔːrɪdʒ,,
store,n,S1,W1,,stɔːr,stɔː
store,v,S3,W3,,stɔːr,stɔː
storm,n,,W3,,stɔːrm,stɔːm
story,n,S1,W1,ˈstɔːrɪ,,
straight,adv,S1,W2,streɪt,,
straight,adj,S2,W3,streɪt,,
straightforward,adj,S3,,,ˌstreɪtˈfɔːrwərd,streɪtˈfɔːwəd
strain,n,,W3,streɪn,,
strange,adj,S2,W2,,streɪndʒ,streɪn(d)ʒ
stranger,n,S2,W2,,ˈstreɪndʒər,ˈstreɪn(d)ʒə
strategic,adj,,W3,strəˈtiːdʒɪk,,
strategy,n,,W2,,ˈstrætədʒɪ,ˈstrætɪdʒɪ
straw,n,S3,,strɔː,,
strawberry,n,S3,,,ˈstrɔːberɪ,ˈstrɔːb(ə)rɪ
stream,n,,W3,striːm,,
street,n,S1,W1,striːt,,
strength,n,S2,W2,streŋθ,,
strengthen,v,,W3,,ˈstreŋθn,ˈstreŋθ(ə)n
stress,n,S3,W3,stres,,
stress,v,S3,W3,stres,,
stretch,v,S3,W3,stretʃ,,
strict,adj,S3,,strɪkt,,
strike,n,S3,W2,straɪk,,
strike,v,S3,W3,straɪk,,
string,n,S3,W2,,ˈstrɪŋ,strɪŋ
strip,n,,W3,strɪp,,
stroke,n,S3,,strəʊk,,
strong,adj,S1,W1,,strɔːŋ,strɒŋ
strongly,adv,S3,,,ˈstrɔːŋlɪ,ˈstrɒŋlɪ
structure,n,S3,W2,,ˈstrʌktʃər,ˈstrʌktʃə
struggle,n,S3,W3,,ˈstrʌɡl,ˈstrʌɡ(ə)l
struggle,v,,W3,,ˈstrʌɡl,ˈstrʌɡ(ə)l
student,n,S1,W1,,ˈstuːdnt,ˈstjuːd(ə)nt
studio,n,S3,W2,,ˈstuːdɪəʊ,ˈstjuːdɪəʊ
study,n,S2,W3,ˈstʌdɪ,,
study,v,S2,W2,ˈstʌdɪ,,
stuff,n,S1,W3,stʌf,,
stupid,adj,S1,W3,,ˈstuːpɪd,ˈstjuːpɪd
style,n,S2,W1,staɪl,,
subject,n,S2,W1,,ˈsʌbdʒekt (strong)/ˈsʌbdʒɪkt (weak),səbˈdʒekt (strong)/səbˈdʒekt (weak)
submit,v,S3,W3,səbˈmɪt,,
subsequent,adj,,W2,,ˈsʌbsɪkwənt,ˈsʌbsɪkw(ə)nt
subsequently,adv,,W3,ˈsʌbsɪkwəntlɪ,,
substance,n,,W3,,ˈsʌbstəns,ˈsʌbst(ə)ns
substantial,adj,S3,W2,,səbˈstænʃl,səbˈstænʃ(ə)l
succeed,v,S3,W2,səkˈsiːd,,
success,n,S1,W1,səkˈses,,
successful,adj,S2,W1,,səkˈsesfl,səkˈsesfʊl
successfully,adv,,W3,səkˈsesfəlɪ,,
such,determiner/predeterminer/pron,S1,W1,sʌtʃ,,
suck,v,S3,,sʌk,,
sudden,adj,S2,W3,,ˈsʌdn,ˈsʌd(ə)n
suddenly,adv,S1,W1,,ˈsʌdənlɪ,ˈsʌd(ə)nlɪ
suffer,v,S1,W1,,ˈsʌfər,ˈsʌfə
sufficient,adj,S2,W2,,səˈfɪʃnt,səˈfɪʃ(ə)nt
sugar,n,S2,W3,,ˈʃʊɡər,ˈʃʊɡə
suggest,v,S1,W1,səˈdʒest,,
suggestion,n,S1,W2,,səˈdʒestʃən,səˈdʒestʃ(ə)n
suit,n,S2,W3,suːt,,
suit,v,S3,W3,suːt,,
suitable,adj,S3,W2,,ˈsuːtəbl,ˈsuːtəb(ə)l
sum,n,S2,W2,sʌm,,
summer,n,S1,W1,,ˈsʌmər,ˈsʌmə
sun,n,S2,W1,sʌn,,
super,adj,S2,,,ˈsuːpər,ˈsuːpə
supermarket,n,S3,,,ˈsuːpərmɑːrkət,ˈsuːpəmɑːkɪt
supper,n,S3,,,ˈsʌpər,ˈsʌpə
supply,n,S2,W2,səˈplaɪ,,
supply,v,S3,W2,səˈplaɪ,,
support,n,S1,W1,,səˈpɔːrt,səˈpɔːt
support,v,S1,W2,,səˈpɔːrt,səˈpɔːt
supporter,n,S3,W2,,səˈpɔːrtər,səˈpɔːtə
suppose,v,S1,W1,səˈpəʊz,,
sure,adj,S1,W1,,ʃʊr,ʃʊə
sure,adv,S3,,,ʃʊr,ʃʊə
surely,adv,S1,W2,,ˈʃʊrlɪ,ˈʃʊəlɪ
surface,n,S3,W1,,ˈsɜːrfɪs,ˈsɜːfɪs
surgery,n,S2,W2,,ˈsɜːrdʒərɪ,ˈsɜːdʒ(ə)rɪ
surprise,n,S3,W2,,sərˈpraɪz,səˈpraɪz
surprised,adj,S2,W2,,sərˈpraɪzd,səˈpraɪzd
surprising,adj,S3,W3,,sərˈpraɪzɪŋ,səˈpraɪzɪŋ
surprisingly,adv,,W3,,sərˈpraɪzɪŋlɪ,səˈpraɪzɪŋlɪ
surround,v,,W2,səˈraʊnd,,
survey,n,S2,W2,,ˈsɜːrveɪ,ˈsɜːveɪ
survival,n,,W3,,sərˈvaɪvl,səˈvaɪv(ə)l
survive,v,S2,W2,,sərˈvaɪv,səˈvaɪv
suspect,v,S2,W3,,səˈspekt (strong)/səˈspekt (weak),ˈsʌspekt (strong)/ˈsʌspekt (weak)
suspicion,n,,W3,,səˈspɪʃn,səˈspɪʃ(ə)n
suspicious,adj,S3,,səˈspɪʃəs,,
sustain,v,,W3,səˈsteɪn,,
swap,v,S3,,,swɑːp,swɒp
swear,v,S2,,,swer,sweə
sweep,v,,W3,swiːp,,
sweet,adj,S2,W3,swiːt,,
sweet,n,S2,,swiːt,,
swim,v,S3,,swɪm,,
swimming,n,S2,,ˈswɪmɪŋ,,
swing,v,,W3,swɪŋ,,
switch,v,S2,W3,swɪtʃ,,
switch,n,S3,,swɪtʃ,,
symbol,n,,W3,,ˈsɪmbl,ˈsɪmb(ə)l
sympathy,n,,W3,ˈsɪmpəθɪ,,
system,n,S1,W1,ˈsɪstəm,,
table,n,S1,W1,,ˈteɪbl,ˈteɪb(ə)l
tablet,n,S3,,,ˈtæblət,ˈtæblɪt
tackle,v,S3,W3,,ˈtækl,ˈtæk(ə)l
tail,n,S2,W3,teɪl,,
take,v,S1,W1,teɪk,,
tale,n,,W3,teɪl,,
talent,n,,W3,ˈtælənt,,
talk,n,S1,W1,tɔːk,,
talk,v,S1,W1,tɔːk,,
tall,adj,S2,W2,tɔːl,,
tank,n,S2,W2,tæŋk,,
tap,n,S3,,tæp,,
tape,n,S3,W3,teɪp,,
target,n,S2,W2,,ˈtɑːrɡɪt,ˈtɑːɡɪt
task,n,S2,W1,,tæsk,tɑːsk
taste,n,S2,W2,teɪst,,
taste,v,S2,,teɪst,,
tax,n,S1,W1,tæks,,
taxi,n,S3,,ˈtæksɪ,,
tea,n,S1,W2,tiː,,
teach,v,S1,W2,tiːtʃ,,
teacher,n,S1,W1,,ˈtiːtʃər,ˈtiːtʃə
teaching,n,S2,W2,ˈtiːtʃɪŋ,,
team,n,S1,W1,tiːm,,
tear,n,S3,W3,,ter,tɪə
tear,v,S2,W3,,ter,tɪə
technical,adj,S2,W2,,ˈteknɪkl,ˈteknɪk(ə)l
technique,n,S3,W1,tekˈniːk,,
technology,n,S2,W1,,tekˈnɑːlədʒɪ,tekˈnɒlədʒɪ
telephone,n,S1,W2,ˈtelɪfəʊn,,
television,n,S1,W1,,ˈtelɪvɪʒn,ˈtelɪvɪʒ(ə)n
tell,v,S1,W1,tel,,
telly,n,S2,,ˈtelɪ,,
temperature,n,S2,W2,,ˈtemprətʃər,ˈtemp(ə)rətʃə
temporary,adj,S3,W3,,ˈtempərerɪ,ˈtemp(ə)rərɪ
tend,v,S1,W1,tend,,
tendency,n,S3,W3,,ˈtendənsɪ,ˈtend(ə)nsɪ
tennis,n,S3,W3,ˈtenɪs,,
tension,n,,W2,,ˈtenʃn,ˈtenʃ(ə)n
tent,n,S3,,tent,,
term,n,S1,W1,,tɜːrm,tɜːm
terrible,adj,S1,W3,,ˈterəbl,ˈterɪb(ə)l
terribly,adv,S2,,,ˈterəblɪ,ˈterɪblɪ
territory,n,,W2,,ˈterətɔːrɪ,ˈterɪt(ə)rɪ
terror,n,,W3,,ˈterər,ˈterə
terrorist,n,,W3,ˈterərɪst,,
test,n,S1,W1,test,,
test,v,S3,W2,test,,
text,n,S2,W1,tekst,,
text,v,S2,,tekst,,
than,conj/prep,S1,W1,ðæn (strong)/ðən (weak),,
thank,v,S1,W2,θæŋk,,
thanks,interjection,S1,,θæŋks,,
thanks,n,,W3,θæŋks,,
that,adv,S1,W2,ðæt,,
that,determiner/pron,S1,W1,ðæt,,
that,conj,S1,W1,ðæt,,
the,definite article/determiner,S1,W1,ðiː (strong)/ðə (weak),,
theatre,n,S2,W2,,ˈθiːətər,ˈθɪətə
their,determiner,S1,W1,,ðer,ðeə
theirs,pron,S3,,,ðerz,ðeəz
them,pron,S1,W1,ðem (strong)/ðəm (weak),,
theme,n,S2,W2,θiːm,,
themselves,pron,S1,W1,,ðəmˈselvz,ð(ə)mˈselvz
then,adv,S1,W1,ðen,,
theoretical,adj,,W3,,ˌθiːəˈretɪkl,θɪəˈretɪk(ə)l
theory,n,S2,W1,,ˈθiːərɪ,ˈθɪərɪ
there,adv,S1,W1,,ðer (strong)/ðər (weak),ðeə(r) (strong)/ðə(r) (weak)
there,pron,S1,W1,,ðer (strong)/ðər (weak),ðeə(r) (strong)/ðə(r) (weak)
therefore,adv,S1,W1,,ˈðerfɔːr,ˈðeəfɔː
they,pron,S1,W1,ðeɪ,,
thick,adj,S2,W2,θɪk,,
thin,adj,S2,W2,θɪn,,
thing,n,S1,W1,θɪŋ,,
think,v,S1,W1,θɪŋk,,
this,determiner/pron,S1,W1,ðɪs,,
though,adv,S1,,ðəʊ,,
though,conj,S1,W1,ðəʊ,,
thought,n,S1,W1,θɔːt,,
threat,n,S3,W2,θret,,
threaten,v,S3,W2,,ˈθretn,ˈθret(ə)n
three,number,S1,,θriː,,
throat,n,S3,W3,θrəʊt,,
through,adv/prep,S1,W1,θruː,,
throughout,adv/prep,S2,W1,θruːˈaʊt,,
throw,v,S1,W1,θrəʊ,,
thus,adv,,W1,ðʌs,,
ticket,n,S1,W2,ˈtɪkɪt,,
tidy,adj,S3,,ˈtaɪdɪ,,
tie,v,S2,W3,taɪ,,
tie,n,S3,W3,taɪ,,
tight,adj,S2,W3,taɪt,,
tile,n,S3,,taɪl,,
till,conj/prep,S1,,tɪl,,
time,n,S1,W1,taɪm,,
tin,n,S2,,,tɪn,ˈtɪn
tiny,adj,S2,W2,ˈtaɪnɪ,,
tip,n,S2,W3,,tɪp,ˈtɪp
tip,v,S3,,,tɪp,ˈtɪp
tired,adj,S1,W2,,ˈtaɪərd,taɪəd
title,n,S3,W1,,ˈtaɪtl,ˈtaɪt(ə)l
to,,S1,W1,tuː (strong)/tə (weak),,
to,prep,S1,W1,tuː (strong)/tə (weak),,
toast,n,S3,,təʊst,,
today,adv,S1,W1,təˈdeɪ,,
toe,n,S3,,təʊ,,
together,adv,S1,W1,,təˈɡeðər,təˈɡeðə
toilet,n,S2,,,ˈtɔɪlət,ˈtɔɪlɪt
tomato,n,S2,,,təˈmeɪtəʊ,təˈmɑːtəʊ
tomorrow,adv,S1,W2,,təˈmɔːrəʊ,təˈmɒrəʊ
ton,n,S3,,tʌn,,
tone,n,S3,W2,təʊn,,
tongue,n,S3,W3,tʌŋ,,
tonight,adv,S1,W2,təˈnaɪt,,
too,adv,S1,W1,tuː,,
tool,n,S2,W2,tuːl,,
tooth,n,S2,W2,tuːθ,,
top,adj,S1,W1,,tɑːp,tɒp
top,n,S1,W2,,tɑːp,tɒp
topic,n,S3,W2,,ˈtɑːpɪk,ˈtɒpɪk
total,adj,S1,W1,,ˈtəʊtl,ˈtəʊt(ə)l
total,n,S2,W2,,ˈtəʊtl,ˈtəʊt(ə)l
totally,adv,S1,W2,ˈtəʊtəlɪ,,
touch,n,S2,W2,tʌtʃ,,
touch,v,S2,W2,tʌtʃ,,
tough,adj,S2,W2,tʌf,,
tour,n,S3,W2,,tʊr,tʊə
tourist,n,,W3,,ˈtʊrɪst,ˈtʊərɪst
towards,prep,S1,W1,,tɔːrdz,təˈwɔːdz
towel,n,S3,,ˈtaʊəl,,
tower,n,S3,W3,,ˈtaʊər,ˈtaʊə
town,n,S1,W1,taʊn,,
toy,n,S3,,tɔɪ,,
track,n,S2,W2,træk,,
trade,n,S3,W1,treɪd,,
trade,v,S3,W2,treɪd,,
tradition,n,S2,W2,,trəˈdɪʃn,trəˈdɪʃ(ə)n
traditional,adj,S3,W1,,trəˈdɪʃənl,trəˈdɪʃ(ə)n(ə)l
traffic,n,S1,W2,ˈtræfɪk,,
trailer,n,S3,,,ˈtreɪlər,ˈtreɪlə
train,n,S1,W2,treɪn,,
train,v,S1,W2,treɪn,,
trainer,n,S3,,,ˈtreɪnər,ˈtreɪnə
training,n,S2,W1,ˈtreɪnɪŋ,,
transaction,n,S3,W3,,trænˈzækʃn,trænˈzækʃ(ə)n
transfer,v,S3,W2,,trænsˈfɜːr (strong)/trænsˈfɜː(r) (weak),ˈtrænsfɜːr (strong)/ˈtrænsfɜː(r) (weak)
transfer,n,,W2,,trænsˈfɜːr (strong)/trænsˈfɜː(r) (weak),ˈtrænsfɜːr (strong)/ˈtrænsfɜː(r) (weak)
transform,v,,W3,,trænsˈfɔːrm,trænsˈfɔːm
transition,n,,W3,,trænˈzɪʃn,trænˈzɪʃ(ə)n
translate,v,S3,,trænsˈleɪt,,
transport,n,S2,W2,,ˈtrænspɔːrt (strong)/ˈtrænspɔːt (weak),trænˈspɔːrt (strong)/trænˈspɔːt (weak)
transportation,n,,W3,,ˌtrænspɔːrˈteɪʃn,trænspɔːˈteɪʃ(ə)n
trash,n,S3,,træʃ,,
travel,n,S2,W2,,ˈtrævl,ˈtræv(ə)l
travel,v,S2,W2,,ˈtrævl,ˈtræv(ə)l
tray,n,S3,,treɪ,,
treat,n,S3,,triːt,,
treat,v,S2,W1,triːt,,
treatment,n,S2,W1,,ˈtriːtmənt,ˈtriːtm(ə)nt
treaty,n,,W2,ˈtriːtɪ,,
tree,n,S1,W1,triː,,
tremendous,adj,S2,,,trəˈmendəs,trɪˈmendəs
trend,n,S3,W2,trend,,
trial,n,S3,W2,ˈtraɪəl,,
trick,n,S3,,trɪk,,
tricky,adj,S3,,ˈtrɪkɪ,,
trip,n,S2,W2,trɪp,,
troop,n,,W2,truːp,,
trouble,n,S1,W2,,ˈtrʌbl,ˈtrʌb(ə)l
trousers,n,S2,,,ˈtraʊzərz,ˈtraʊzəz
truck,n,S2,W3,trʌk,,
true,adj,S1,W1,truː,,
truly,adv,,W3,ˈtruːlɪ,,
trust,n,S1,W2,trʌst,,
trust,v,S2,W3,trʌst,,
truth,n,S1,W2,truːθ,,
try,n,S3,,traɪ,,
try,v,S1,W1,traɪ,,
tube,n,S3,W3,,tuːb,tjuːb
tune,n,S3,,,tuːn,tjuːn
tunnel,n,,W3,,ˈtʌnl,ˈtʌn(ə)l
turn,n,S1,W1,,tɜːrn,tɜːn
turn,v,S1,W1,,tɜːrn,tɜːn
TV,n,S2,W2,ˌtiː ˈviː,,
twice,adv/predeterminer,S2,W2,twaɪs,,
twist,v,S3,,twɪst,,
type,n,S1,W1,taɪp,,
typical,adj,S2,W2,,ˈtɪpɪkl,ˈtɪpɪk(ə)l
tyre,n,S3,,,ˈtaɪər,ˈtaɪə
ugly,adj,S3,,ˈʌɡlɪ,,
ultimate,adj,,W3,ˈʌltɪmət,,
ultimately,adv,,W3,ˈʌltɪmətlɪ,,
unable,adj,,W2,,ʌnˈeɪbl,ʌnˈeɪb(ə)l
unbelievable,adj,S3,,,ˌʌnbɪˈliːvəbl,ʌnbɪˈliːvəb(ə)l
uncle,n,S2,W3,,ˈʌŋkl,ˈʌŋk(ə)l
under,adv/prep,S1,W1,,ˈʌndər,ˈʌndə
underneath,adv/prep,S2,,,ˌʌndərˈniːθ,ʌndəˈniːθ
understand,v,S1,W1,,ˌʌndərˈstænd,ˌʌndəˈstænd
understanding,n,,W3,,ˌʌndərˈstændɪŋ,ʌndəˈstændɪŋ
undertake,v,,W3,,ˌʌndərˈteɪk,ʌndəˈteɪk
unemployed,adj,S2,W3,,ˌʌnɪmˈplɔɪd,ʌnɪmˈplɔɪd
unemployment,n,S2,W2,,ˌʌnɪmˈplɔɪmənt,ʌnɪmˈplɔɪm(ə)nt
unfair,adj,S3,,,ˌʌnˈfer,ʌnˈfeə
unfortunate,adj,S3,,,ʌnˈfɔːrtʃənət,ʌnˈfɔːtʃ(ə)nət
unfortunately,adv,S1,W3,,ʌnˈfɔːrtʃənətlɪ,ʌnˈfɔːtʃ(ə)nətlɪ
unhappy,adj,S3,,ʌnˈhæpɪ,,
uniform,n,S3,,,ˈjuːnɪfɔːrm,ˈjuːnɪfɔːm
union,n,S1,W1,,ˈjuːnɪən,ˈjuːnjən
unique,adj,S3,W2,,jʊˈniːk,juːˈniːk
unit,n,S2,W2,ˈjuːnɪt,,
united,adj,S2,W3,jʊˈnaɪtɪd,,
unity,n,,W3,,ˈjuːnətɪ,ˈjuːnɪtɪ
universal,adj,,W3,,ˌjuːnɪˈvɜːrsl,juːnɪˈvɜːs(ə)l
universe,n,,W3,,ˈjuːnɪvɜːrs,ˈjuːnɪvɜːs
university,n,S2,W1,,ˌjuːnɪˈvɜːrsətɪ,juːnɪˈvɜːsɪtɪ
unknown,adj/adv,,W2,,ˌʌnˈnəʊn,ʌnˈnəʊn
unless,conj,S1,W1,,ənˈles,ʌnˈles
unlike,prep,,W3,,ˌʌnˈlaɪk,ʌnˈlaɪk
unlikely,adj,S3,W2,ʌnˈlaɪklɪ,,
until,conj/prep,S1,W1,ənˈtɪl,,
unusual,adj,S2,W3,ʌnˈjuːʒʊəl,,
up,adj/adv/prep,S1,W1,ʌp,,
upon,prep,S2,W1,,əˈpɑːn,əˈpɒn
upper,adj,,W2,,ˈʌpər,ˈʌpə
upset,adj,S2,,,ˌʌpˈset (strong)/ˌʌpˈset (weak),ˈʌpset (strong)/ˈʌpset (weak)
upset,v,S2,,,ˌʌpˈset (strong)/ˌʌpˈset (weak),ˈʌpset (strong)/ˈʌpset (weak)
upstairs,adv,S2,,,ˌʌpˈsterz,ˌʌpˈsteəz
urban,adj,,W2,,ˈɜːrbən,ˈɜːb(ə)n
urge,v,,W3,,ɜːrdʒ,ɜːdʒ
urgent,adj,S3,,,ˈɜːrdʒənt,ˈɜːdʒ(ə)nt
us,pron,S1,W1,ʌs (strong)/əs (weak),,
use,n,S1,W1,juːz,,
use,v,S1,W1,juːz,,
used,adj,S1,W2,,juːst,ˈjuːzd
used to,modal,S1,W2,,,
useful,adj,S1,W1,,ˈjuːsfl,ˈjuːsfʊl
user,n,S3,W1,,ˈjuːzər,ˈjuːzə
usual,adj,S2,W2,ˈjuːʒʊəl,,
usually,adv,S1,W1,ˈjuːʒʊəlɪ,,
vacation,n,S2,W3,,vəˈkeɪʃn,vəˈkeɪʃ(ə)n
vague,adj,S3,,veɪɡ,,
valley,n,S3,W3,ˈvælɪ,,
valuable,adj,,W3,,ˈvæljʊəbl,ˈvæljʊb(ə)l
